sigma12,sigma21,scenario
1.0560295585015933,0.967556760801703,Neutral
1.2592655886222057,0.7846974807124765,Neutral
1.2045336043199126,0.8195051317786336,Neutral
1.19157745833047,0.832335397272011,Neutral
1.151212660568028,0.8941112386187391,Neutral
1.1719628220062885,0.8930184872247672,Neutral
0.9737362707177175,1.0041809799646473,Neutral
1.1070510475239206,0.9540441413163079,Neutral
1.0832549453093399,0.8990699731977463,Neutral
1.0835091258663798,0.8953396751258013,Neutral
1.0297756355687708,0.9498281021899063,Neutral
1.1149726462101341,0.9737734627974192,Neutral
1.0395653568559737,0.9106734272659801,Neutral
1.0115506749245784,0.9444865541492001,Neutral
1.0494449926330718,0.9641252521396914,Neutral
1.0603920656713972,0.934011018816584,Neutral
1.044617524796847,0.9511913089010388,Neutral
1.0273323941637484,1.007063453471779,Neutral
1.069414569489436,0.9782529228082225,Neutral
0.9716499261126003,1.015821814880816,Neutral
0.9728396471089186,1.005441247324423,Neutral
1.0309777623724556,0.9658497398175967,Neutral
1.0118750590160839,0.996009897501301,Neutral
0.9689063124457318,0.9810586588481044,Neutral
1.1421679026733447,0.8966835670239164,Neutral
1.014067651660697,0.9517621514140732,Neutral
1.0865264183533674,0.928378912301417,Neutral
1.121717857340579,0.8524615110269416,Neutral
1.1194449204067645,0.8389679278936786,Neutral
1.1172905959390995,0.8421097114309096,Neutral
1.1241015251031001,0.8360636663427725,Neutral
1.066636892475411,0.9431911582567056,Neutral
1.0683010617942506,0.9964787469237559,Neutral
1.0824698215655018,0.9120825765975605,Neutral
1.037400498444851,0.9365273515391243,Neutral
1.0471637827536946,0.9559370975474711,Neutral
1.089336793844426,0.9578665635338589,Neutral
1.1145871340668625,0.9671287641539458,Neutral
0.9605103927065354,0.9679693052427326,Neutral
1.121140855420618,0.9637374726105139,Neutral
1.0851522623993908,0.9538313603185028,Neutral
1.1254400483626847,0.9933262800067335,Neutral
1.0284519227224187,0.9724152373165421,Neutral
1.0478934599021508,0.992547248139293,Neutral
0.9974061598458328,0.9956689161634725,Neutral
1.0753678620826814,0.9364346793371041,Neutral
1.0835321691911182,0.9330828280905252,Neutral
1.114385949601731,0.9427999027263346,Neutral
1.0232424441016128,0.9602059372007526,Neutral
1.0232424441016128,0.9602059372007526,Neutral
1.0174804165256228,1.000818794264648,Neutral
1.1132206600227323,0.9265067268348334,Neutral
1.0927336086200838,0.9186890269646277,Neutral
1.1136100404763252,0.9308686842240129,Neutral
1.0886430123126425,0.9324169747688166,Neutral
1.144073409160988,0.964912336168548,Neutral
1.0457557681384946,0.9094898991613719,Neutral
1.0681560976146334,0.9890560597619764,Neutral
1.0554913411705513,0.936619666908743,Neutral
1.0419796662468557,0.9547590256345784,Neutral
1.0373867044514284,0.9522015621334411,Neutral
1.0528161766111226,0.9136757814214862,Neutral
1.1166513796525637,0.9232844181044713,Neutral
0.9800128346723903,1.0095855338250568,Neutral
1.1097007050400105,0.9333025263336002,Neutral
1.1345961515282517,0.9108987257128133,Neutral
1.1505884004050375,0.9103275160432671,Neutral
1.156072372091982,0.9123877396018485,Neutral
1.167112928577508,0.9231619052094162,Neutral
1.135446468912814,0.8742841563081379,Neutral
1.1481009339897428,0.8544181432033084,Neutral
1.0893482091652749,0.886428569138406,Neutral
1.006285012635014,0.9964255784086543,Neutral
1.017740621204339,0.9818016215909102,Neutral
0.9553146633505475,0.990118460121126,Neutral
1.0296431994713955,0.9480511639329693,Neutral
1.1187042737337587,0.9580774930663367,Neutral
1.0936844870558242,0.9441379951494598,Neutral
1.0763794980064618,0.9225172233934291,Neutral
1.1078729128095643,0.9363414279232591,Neutral
1.1314764829889186,0.9572122057137905,Neutral
1.1531202742132278,0.9725197836016377,Neutral
1.1405642070080453,0.9679031909862577,Neutral
1.1414032160059986,0.9653821526052172,Neutral
1.1262434426405754,0.9863612726899348,Neutral
1.0799614126768065,0.9091838170364351,Neutral
1.0326023685085453,0.9269071061913821,Neutral
1.1509537645292651,0.9412163283775544,Neutral
1.1270994600337303,0.9156533145009592,Neutral
1.0537996379259758,0.9399588357807642,Neutral
1.0453059463806893,0.9467576371598503,Neutral
1.1449780207086393,0.9037103823117635,Neutral
1.0568075432609971,0.9558976566451451,Neutral
1.0582588898523835,0.9920985359061407,Neutral
1.0468704177752077,0.9999109892415703,Neutral
1.0491037585554677,1.0285150422839175,Neutral
1.0495108910372954,0.9024716607085359,Neutral
1.0955391471475087,0.9337812996289097,Neutral
1.0138031703569155,0.9539989775678672,Neutral
0.9492778311051028,1.0576702225517567,Neutral
1.1330165331009898,0.8452690724498882,Neutral
1.131019480645589,0.8546241783669755,Neutral
0.9680052540625282,0.9990573927205771,Neutral
0.9228272484158039,1.0267625893321415,Neutral
1.0079434400196423,0.9777096932316696,Neutral
1.0204028850350273,0.9839409108982367,Neutral
1.0235656064630996,0.9635089849080095,Neutral
0.9569311007304936,1.0499491735139668,Neutral
0.9829358406061803,1.0069353599398747,Neutral
0.9965177374250225,1.0497048816050603,Neutral
0.992574153761582,0.9831034277655142,Neutral
1.015213328714293,1.006635206175378,Neutral
1.0248533417076573,0.9803351628306517,Neutral
1.0381587522107232,0.987842239482251,Neutral
1.050809742411363,0.980478649423208,Neutral
1.0101422487603184,1.0610096413488226,Neutral
1.023323491533234,0.9634663709237072,Neutral
1.018848594387797,0.9711039827295928,Neutral
1.0761939020495241,0.8846415023257419,Neutral
1.1448240650122594,0.8063907259917918,Neutral
1.1561501139123076,0.8369869562455277,Neutral
1.1900685942790619,0.8808474894081367,Neutral
0.9872551413221595,1.009451797402666,Neutral
0.9679242053825865,1.0011160544223752,Neutral
0.9910392764407367,0.9941296158382384,Neutral
1.0116721448991555,0.9553613533572581,Neutral
1.0132754019590786,1.0445045420487002,Neutral
0.9493418612976926,1.0486534074891876,Neutral
1.0640907937320374,0.9495044537048499,Neutral
1.060434254045961,0.9590965093753286,Neutral
1.0823796459055717,0.9211648673456246,Neutral
1.1124269202428632,0.8777946149989257,Neutral
1.0446986743897788,0.9467139591084994,Neutral
1.0553459156732379,0.9433710448749626,Neutral
1.059198687684915,0.9426603785556852,Neutral
1.0946281949180567,0.9029229683527157,Neutral
1.0753425684824867,0.9089783769419509,Neutral
1.070613152958747,0.9240380562228123,Neutral
1.0883343545380824,0.9415712226957976,Neutral
1.093795161140507,0.9191685102538204,Neutral
1.0386393165083052,0.9986539830082141,Neutral
1.0577090453312676,1.0137776280393411,Neutral
1.0587291507972674,0.9954021817325894,Neutral
1.0230674602043828,0.9906330359661866,Neutral
1.0239675150655765,0.9406738521958748,Neutral
1.0565238566202912,0.9489030540055999,Neutral
1.0230747954815869,0.8995426084786272,Neutral
1.0502357731657275,0.9093391911645308,Neutral
1.0360292115029879,0.8938463475523549,Neutral
1.0573933596796323,0.9127231807563526,Neutral
1.0080356245850346,1.029495294641751,Neutral
0.8952959960859407,1.0394314179561481,Neutral
1.0606570926429721,0.9782955369001671,Neutral
1.083810825022193,0.8931129823704507,Neutral
1.065996758928678,0.8993777738642554,Neutral
1.030253400047702,0.9497763462174902,Neutral
1.030253400047702,0.9497763462174902,Neutral
1.112285383522365,0.9147705988869529,Neutral
1.089621283615351,1.001798639036772,Neutral
1.1074925580600636,0.9987209368406951,Neutral
1.0831391210344339,0.9927133968677653,Neutral
1.0150342464274003,1.0074137129958598,Neutral
1.0207204737590267,0.9784887383918051,Neutral
0.9908038520605654,1.003516005795324,Neutral
1.07474843737269,0.9879982661469444,Neutral
1.0288473008351176,0.9411963664085272,Neutral
1.1072956310220756,0.9236407439904345,Neutral
1.103888322447153,0.9188187088852193,Neutral
1.074650953539478,0.9077022726622371,Neutral
1.0694566582649883,0.9790632879209255,Neutral
1.0719061875504745,0.9616900429980307,Neutral
1.0717899623410072,0.9456304271393061,Neutral
1.0608718323043158,0.9080852470540325,Neutral
1.0589295625102237,0.9716056985793856,Neutral
1.00604149428951,0.9754492930281409,Neutral
0.9578226318561124,1.0429937083904746,Neutral
0.9678249186492894,1.0496302528905455,Neutral
1.0593897239799444,0.9763136348199706,Neutral
1.0413856939456707,0.9884868135381017,Neutral
1.0535892191696619,0.9528701720585202,Neutral
1.04308955553226,0.9608042665633092,Neutral
1.0432498177188145,0.965547499598515,Neutral
1.088592071174153,0.9405066410431706,Neutral
1.0874582315477328,0.9691208719521079,Neutral
1.053314615554072,0.9874750384964427,Neutral
1.0187666996570734,0.9437253500495671,Neutral
1.0037232098184492,0.936365019688375,Neutral
0.9843060167825741,0.9600309246521085,Neutral
1.0344491347328104,0.9495383053674513,Neutral
0.9723362984174311,1.0460644273679547,Neutral
1.0046151548809656,1.0484934038539369,Neutral
1.0062355913904855,1.0481358588503906,Neutral
0.970564666445643,1.0236004934731855,Neutral
1.0183093954244598,0.9972971967650267,Neutral
1.034188872926702,0.9937528317538481,Neutral
1.026452461719281,1.0245443185871972,Neutral
1.0571675335437791,0.983367218652972,Neutral
0.9672497790161486,0.9755937908974827,Neutral
1.0372033096310986,0.9990394187437017,Neutral
1.0441626801514372,1.0228247366058778,Neutral
1.0586262073197812,0.9411031123867107,Neutral
1.0705886753176599,0.933402357847392,Neutral
1.0861255506008702,0.8769268677156735,Neutral
1.0419397741441059,0.9056770108159528,Neutral
1.0591304756139828,0.9112857412999786,Neutral
1.00344784057128,1.0063349174372644,Neutral
1.0251174537605592,0.9725918713083107,Neutral
1.0655922220857033,0.9253892394956319,Neutral
1.1340218101633315,0.9269203209724298,Neutral
1.1812989288965707,0.928493910705033,Neutral
0.9974664367459739,0.9444393983142547,Neutral
1.0506600750388593,0.9992096591822913,Neutral
1.048304545701243,0.9874797650032879,Neutral
1.0466688437806322,0.9541970170166517,Neutral
1.0881191046911658,0.9294344759964139,Neutral
1.0812635806716944,0.9413594354013722,Neutral
1.1199091613537828,0.9008174986133866,Neutral
1.078867846888058,0.8550764702013518,Neutral
